,hour,dispatch,dual,offer,lmp,capacity
312_PV_1-6,6,12.216667,0.000000,0.000000,0.000000,12.216667
314_PV_2-6,6,10.291667,0.000000,0.000000,0.000000,10.291667
313_RTPV_11-6,6,0.075000,0.000000,0.000000,0.000000,0.075000
324_PV_3-6,6,0.000000,0.000000,0.000000,0.000000,13.791667
314_PV_4-6,6,10.683333,0.000000,0.000000,0.000000,10.683333
320_RTPV_4-6,6,0.000000,0.000000,0.000000,0.000000,1.075000
320_PV_1-6,6,-0.000000,0.000000,0.000000,0.000000,10.150000
324_PV_1-7,7,33.033333,0.000000,0.000000,0.000000,33.033333
313_RTPV_3-7,7,0.000000,0.000000,0.000000,0.000000,10.875000
319_PV_1-7,7,0.000000,0.000000,0.000000,0.000000,124.341667
320_RTPV_6-7,7,0.000000,0.000000,0.000000,0.000000,0.000000
310_PV_2-7,7,31.383333,0.000000,0.000000,0.000000,31.383333
313_PV_1-7,7,0.000000,0.000000,0.000000,0.000000,51.433333
320_RTPV_2-7,7,0.000000,0.000000,0.000000,0.000000,9.600000
313_RTPV_1-7,7,0.000000,0.000000,0.000000,0.000000,0.500000
313_RTPV_12-7,7,0.000000,0.000000,0.000000,0.000000,8.158333
320_RTPV_5-7,7,0.000000,0.000000,0.000000,0.000000,9.350000
313_RTPV_10-7,7,0.000000,0.000000,0.000000,0.000000,21.183333
314_PV_1-7,7,31.825000,0.000000,0.000000,0.000000,31.825000
313_RTPV_2-7,7,0.000000,0.000000,0.000000,0.000000,16.000000
310_PV_1-7,7,32.491667,0.000000,0.000000,0.000000,32.491667
313_RTPV_4-7,7,0.000000,0.000000,0.000000,0.000000,16.383333
320_RTPV_3-7,7,0.000000,0.000000,0.000000,0.000000,0.000000
313_RTPV_8-7,7,0.000000,0.000000,0.000000,0.000000,22.000000
313_RTPV_13-7,7,0.000000,0.000000,0.000000,0.000000,9.841667
313_RTPV_5-7,7,0.000000,0.000000,0.000000,0.000000,13.716667
309_WIND_1-7,7,145.291667,0.000000,0.000000,0.000000,145.291667
314_PV_3-7,7,0.000000,0.000000,0.000000,0.000000,50.408333
313_RTPV_7-7,7,0.000000,0.000000,0.000000,0.000000,16.633333
320_RTPV_1-7,7,0.000000,0.000000,0.000000,0.000000,10.433333
308_RTPV_1-7,7,21.716667,0.000000,0.000000,0.000000,21.716667
313_RTPV_6-7,7,0.000000,0.000000,0.000000,0.000000,21.008333
313_PV_2-7,7,0.000000,0.000000,0.000000,0.000000,48.750000
313_RTPV_9-7,7,0.000000,0.000000,0.000000,0.000000,21.608333
317_WIND_1-7,7,528.566484,0.000000,0.000000,0.000000,782.391667
303_WIND_1-7,7,461.733233,0.000000,0.000000,0.000000,807.550000
324_PV_2-7,7,32.083333,0.000000,0.000000,0.000000,32.083333
312_PV_1-7,7,50.008333,0.000000,0.000000,0.000000,50.008333
314_PV_2-7,7,0.000000,0.000000,0.000000,0.000000,31.275000
313_RTPV_11-7,7,0.000000,0.000000,0.000000,0.000000,17.500000
324_PV_3-7,7,33.425000,0.000000,0.000000,0.000000,33.425000
314_PV_4-7,7,0.000000,0.000000,0.000000,0.000000,32.491667
320_RTPV_4-7,7,0.000000,0.000000,0.000000,0.000000,9.441667
320_PV_1-7,7,-0.000000,0.000000,0.000000,0.000000,32.833333
324_PV_1-8,8,0.000000,0.000000,0.000000,0.000000,32.600000
313_RTPV_3-8,8,0.000000,0.000000,0.000000,0.000000,22.733333
319_PV_1-8,8,0.000000,0.000000,0.000000,0.000000,139.550000
320_RTPV_6-8,8,0.000000,0.000000,0.000000,0.000000,2.091667
310_PV_2-8,8,0.000000,0.000000,0.000000,0.000000,36.191667
313_PV_1-8,8,0.000000,0.000000,0.000000,0.000000,65.266667
320_RTPV_2-8,8,0.000000,0.000000,0.000000,0.000000,15.200000
313_RTPV_1-8,8,0.000000,0.000000,0.000000,0.000000,24.725000
313_RTPV_12-8,8,0.000000,0.000000,0.000000,0.000000,14.241667
320_RTPV_5-8,8,0.000000,0.000000,0.000000,0.000000,15.250000
313_RTPV_10-8,8,0.000000,0.000000,0.000000,0.000000,35.366667
314_PV_1-8,8,36.525000,0.000000,0.000000,0.000000,36.525000
313_RTPV_2-8,8,0.000000,0.000000,0.000000,0.000000,25.091667
310_PV_1-8,8,37.725000,0.000000,0.000000,0.000000,37.725000
313_RTPV_4-8,8,0.000000,0.000000,0.000000,0.000000,24.666667
320_RTPV_3-8,8,0.000000,0.000000,0.000000,0.000000,5.583333
313_RTPV_8-8,8,0.000000,0.000000,0.000000,0.000000,35.641667
313_RTPV_13-8,8,0.000000,0.000000,0.000000,0.000000,15.025000
313_RTPV_5-8,8,0.000000,0.000000,0.000000,0.000000,30.325000
309_WIND_1-8,8,146.275000,0.000000,0.000000,0.000000,146.275000
314_PV_3-8,8,64.575000,0.000000,0.000000,0.000000,64.575000
313_RTPV_7-8,8,0.000000,0.000000,0.000000,0.000000,29.891667
320_RTPV_1-8,8,0.000000,0.000000,0.000000,0.000000,16.275000
308_RTPV_1-8,8,42.133333,0.000000,0.000000,0.000000,42.133333
313_RTPV_6-8,8,0.000000,0.000000,0.000000,0.000000,28.583333
313_PV_2-8,8,0.000000,0.000000,0.000000,0.000000,62.316667
313_RTPV_9-8,8,0.000000,0.000000,0.000000,0.000000,28.600000
317_WIND_1-8,8,671.402419,0.000000,0.000000,0.000000,780.133333
303_WIND_1-8,8,502.829252,0.000000,0.000000,0.000000,804.525000
324_PV_2-8,8,0.000000,0.000000,0.000000,0.000000,37.800000
312_PV_1-8,8,58.650000,0.000000,0.000000,0.000000,58.650000
314_PV_2-8,8,0.000000,0.000000,0.000000,0.000000,36.675000
313_RTPV_11-8,8,0.000000,0.000000,0.000000,0.000000,30.833333
324_PV_3-8,8,0.000000,0.000000,0.000000,0.000000,37.283333
314_PV_4-8,8,0.000000,0.000000,0.000000,0.000000,36.300000
320_RTPV_4-8,8,0.000000,0.000000,0.000000,0.000000,15.058333
320_PV_1-8,8,0.000000,0.000000,0.000000,0.000000,38.166667
324_PV_1-9,9,0.000000,0.000000,0.000000,0.000000,35.858333
313_RTPV_3-9,9,0.000000,0.000000,0.000000,0.000000,39.625000
319_PV_1-9,9,0.000000,0.000000,0.000000,0.000000,133.500000
320_RTPV_6-9,9,0.000000,0.000000,0.000000,0.000000,6.491667
310_PV_2-9,9,0.000000,0.000000,0.000000,0.000000,36.550000
313_PV_1-9,9,0.000000,0.000000,0.000000,0.000000,70.325000
320_RTPV_2-9,9,0.000000,0.000000,0.000000,0.000000,18.533333
313_RTPV_1-9,9,0.000000,0.000000,0.000000,0.000000,63.725000
313_RTPV_12-9,9,18.525000,0.000000,0.000000,0.000000,18.525000
320_RTPV_5-9,9,0.000000,0.000000,0.000000,0.000000,18.633333
313_RTPV_10-9,9,45.125000,0.000000,0.000000,0.000000,45.125000
314_PV_1-9,9,0.000000,0.000000,0.000000,0.000000,35.241667
313_RTPV_2-9,9,0.000000,0.000000,0.000000,0.000000,24.033333
310_PV_1-9,9,38.183333,0.000000,0.000000,0.000000,38.183333
313_RTPV_4-9,9,0.000000,0.000000,0.000000,0.000000,32.416667
320_RTPV_3-9,9,0.000000,0.000000,0.000000,0.000000,18.208333
313_RTPV_8-9,9,0.000000,0.000000,0.000000,0.000000,43.650000
313_RTPV_13-9,9,0.000000,0.000000,0.000000,0.000000,18.116667
313_RTPV_5-9,9,31.700000,0.000000,0.000000,0.000000,31.700000
309_WIND_1-9,9,145.525000,0.000000,0.000000,0.000000,145.525000
314_PV_3-9,9,70.575000,0.000000,0.000000,0.000000,70.575000
313_RTPV_7-9,9,0.000000,0.000000,0.000000,0.000000,18.825000
320_RTPV_1-9,9,0.000000,0.000000,0.000000,0.000000,19.883333
308_RTPV_1-9,9,65.175000,0.000000,0.000000,0.000000,65.175000
313_RTPV_6-9,9,31.458333,0.000000,0.000000,0.000000,31.458333
